QRTS4-RFC-W.png,uybdpW,,u,y,b,d,p,
QRTS4-RFJ-B.png,qpgaxW,,q,p,g,a,x,
QRTS4-RFJ-G.png,bbsyvW,,b,b,s,y,v,
QRTS4-RFJ-R.png,hpwduW,,h,p,w,d,u,
QRTS4-RFJ-W.png,qgjzzW,,q,g,j,z,z,
QRTS4-A1.png,pyqzjW,,p,y,q,z,j,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-A2.png,uqvwgW,,u,q,v,w,g,
QRTS4-A3.png,gmfaiW,,g,m,f,a,i,
QRTS4-A4.png,qshzaW,,q,s,h,z,a,
QRTS4-A5.png,hfvrpW,,h,f,v,r,p,
QRTS4-B1.png,fenknW,,f,e,n,k,n,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-B2.png,nxwksW,,n,x,w,k,s,
QRTS4-B3.png,bzbflW,,b,z,b,f,l,
QRTS4-B4.png,knpslW,,k,n,p,s,l,
QRTS4-B5.png,rkrgdW,,r,k,r,g,d,
QRTS4-C1.png,idpujW,,i,d,p,u,j,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-C2.png,idrwhW,,i,d,r,w,h,
QRTS4-C3.png,ghhcpW,,g,h,h,c,p,
QRTS4-C4.png,uvvqeW,,u,v,v,q,e,
QRTS4-C5.png,edgfgW,,e,d,g,f,g,
QRTS4-D1.png,usgzqW,,u,s,g,z,q,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-D2.png,gqpprW,,g,q,p,p,r,
QRTS4-D3.png,dnwytW,,d,n,w,y,t,
QRTS4-D4.png,vjrlqW,,v,j,r,l,q,
QRTS4-D5.png,oresgW,,o,r,e,s,g,
QRTS4-E1.png,hxuotW,,h,x,u,o,t,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-E2.png,ebvwuW,,e,b,v,w,u,
QRTS4-E3.png,jxdkcW,,j,x,d,k,c,
QRTS4-E4.png,kjeqaW,,k,j,e,q,a,
QRTS4-E5.png,coylhW,,c,o,y,l,h,
QRTS4-F1.png,qxpuoW,,q,x,p,u,o,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-F2.png,glplwW,,g,l,p,l,w,
QRTS4-F3.png,zaxuiW,,z,a,x,u,i,
QRTS4-F4.png,fweqrW,,f,w,e,q,r,
QRTS4-F5.png,jaonkW,,j,a,o,n,k,
QRTS4-G1.png,rpixjW,,r,p,i,x,j,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-G2.png,tagdzW,,t,a,g,d,z,
QRTS4-G3.png,oipucW,,o,i,p,u,c,
QRTS4-G4.png,glgqhW,,g,l,g,q,h,
QRTS4-G5.png,wlpqpW,,w,l,p,q,p,
QRTS4-H1.png,evadnW,,e,v,a,d,n,"CHAR(RANDBETWEEN(97, 122))"
QRTS4-H2.png,rykbeW,,r,y,k,b,e,
QRTS4-H3.png,ieqrmW,,i,e,q,r,m,
QRTS4-H4.png,vznniW,,v,z,n,n,i,
QRTS4-H5.png,ulgotW,,u,l,g,o,t,
QRTS4-I1.png,hzjnqW,,h,z,j,n,q,
QRTS4-I2.png,iknwxW,,i,k,n,w,x,
QRTS4-I3.png,xoznnW,,x,o,z,n,n,
QRTS4-I4.png,mnxfwW,,m,n,x,f,w,
QRTS4-I5.png,httqaW,,h,t,t,q,a,
QRTS4-L4.png,TargetK,,,,,,,
QRTS4-U2.png,TargetN,,,,,,,
QRTS4-U3.png,TargetG,,,,,,,
QRTS4.png,TargetTS4,,,,,,,
qr-tmp.png,TargetR,,,,,,,
QRV.png,Target,,,,,,,
